Filename,Ticker,Date,Total_Words,Net_Sentiment,Negative,Positive,Uncertainty,Litigious,StrongModal,WeakModal,Constraining
2016-Apr-14-TSCO.L-139810984905-Transcript.txt,TSCO.L,2016-04-14,3061,0.0029402156158118264,28,37,22,0,0,0,3
2016-Apr-13-TSCO.L-137046574372-Transcript.txt,TSCO.L,2016-04-13,17625,0.010212765957446808,143,323,89,5,0,0,18
2016-Oct-05-TSCO.L-139932963486-Transcript.txt,TSCO.L,2016-10-05,7183,0.0018098287623555618,64,77,55,5,0,0,12
2016-Oct-05-TSCO.L-138488445184-Transcript.txt,TSCO.L,2016-10-05,7183,0.0018098287623555618,64,77,55,5,0,0,12
2017-Apr-12-TSCO.L-140153460189-Transcript.txt,TSCO.L,2017-04-12,20775,0.007605294825511432,164,322,76,12,0,0,24
2017-Oct-04-TSCO.L-138456938442-Transcript.txt,TSCO.L,2017-10-04,11831,0.015383315019863071,56,238,55,5,0,0,5
2017-Oct-04-TSCO.L-139408526789-Transcript.txt,TSCO.L,2017-10-04,11831,0.015383315019863071,56,238,55,5,0,0,5
2018-Apr-11-TSCO.L-138743165366-Transcript.txt,TSCO.L,2018-04-11,8339,0.007794699604269097,50,115,51,8,0,0,8
2018-Apr-11-TSCO.L-139959883222-Transcript.txt,TSCO.L,2018-04-11,8339,0.007794699604269097,50,115,51,8,0,0,8
2018-Oct-03-TSCO.L-139272056987-Transcript.txt,TSCO.L,2018-10-03,12733,0.0062043508992382,124,203,49,8,0,0,13
2016-Mar-01-BARC.L-139824873187-Transcript.txt,BARC.L,2016-03-01,8170,0.003916768665850673,79,111,91,32,0,0,54
2016-Mar-01-BARC.L-137548274670-Transcript.txt,BARC.L,2016-03-01,8170,0.003916768665850673,79,111,91,32,0,0,54
2016-Jul-29-BARC.L-138523614655-Transcript.txt,BARC.L,2016-07-29,6389,0.0018782282047268744,74,86,61,33,0,0,29
2016-Jul-29-BARC.L-139004361518-Transcript.txt,BARC.L,2016-07-29,6389,0.0018782282047268744,74,86,61,33,0,0,29
2017-Feb-23-BARC.L-139508609743-Transcript.txt,BARC.L,2017-02-23,13417,0.004993664753670716,149,216,141,40,0,0,34
2017-Feb-23-BARC.L-138555219749-Transcript.txt,BARC.L,2017-02-23,13417,0.004993664753670716,149,216,141,40,0,0,34
2017-Jul-28-BARC.L-141010579615-Transcript.txt,BARC.L,2017-07-28,12811,0.004683475138552806,142,202,105,21,0,0,31
2017-Jul-28-BARC.L-138477306147-Transcript.txt,BARC.L,2017-07-28,12811,0.004683475138552806,142,202,105,21,0,0,31
2017-Oct-26-BARC.L-137754650048-Transcript.txt,BARC.L,2017-10-26,14033,-0.008907575001781515,260,135,194,31,0,0,33
2018-Feb-22-BARC.L-136963783161-Transcript.txt,BARC.L,2018-02-22,7445,0.0002686366689053056,82,84,69,31,0,0,44
2018-Feb-22-BARC.L-137901359180-Transcript.txt,BARC.L,2018-02-22,7445,0.0002686366689053056,82,84,69,31,0,0,44
2018-Apr-26-BARC.L-139732542527-Transcript.txt,BARC.L,2018-04-26,13654,0.0007323861139592793,192,202,143,35,0,0,38
2018-Aug-02-BARC.L-139224686385-Transcript.txt,BARC.L,2018-08-02,11859,0.0021081035500463783,175,200,136,38,0,0,24
2018-Aug-02-BARC.L-137366822025-Transcript.txt,BARC.L,2018-08-02,11859,0.0021081035500463783,175,200,136,38,0,0,24
2018-Oct-24-BARC.L-140944839383-Transcript.txt,BARC.L,2018-10-24,12023,0.001330782666555768,174,190,114,39,0,0,32
2016-Feb-04-AZN.L-137149101673-Transcript.txt,AZN.L,2016-02-04,13173,0.004099294010475973,147,201,157,23,0,0,41
2016-Apr-29-AZN.L-138460076277-Transcript.txt,AZN.L,2016-04-29,12564,0.004536771728748806,135,192,111,13,0,0,12
2016-Jul-28-AZN.L-140055454105-Transcript.txt,AZN.L,2016-07-28,13054,0.0032940094990041367,154,197,146,26,0,0,19
2016-Nov-10-AZN.L-140407419257-Transcript.txt,AZN.L,2016-11-10,8834,0.0038487661308580483,125,159,71,14,0,0,12
2017-Feb-02-AZN.L-140607754798-Transcript.txt,AZN.L,2017-02-02,16405,0.004084120694910089,196,263,128,24,0,0,22
2017-Apr-27-AZN.L-139861839552-Transcript.txt,AZN.L,2017-04-27,8301,0.0012046741356463078,108,118,66,23,0,0,10
2017-Jul-27-AZN.L-137003893218-Transcript.txt,AZN.L,2017-07-27,12863,0.005752934774158439,130,204,141,21,0,0,9
2017-Nov-09-AZN.L-138610867690-Transcript.txt,AZN.L,2017-11-09,11086,0.0036983582897348005,130,171,98,19,0,0,17
2018-Feb-02-AZN.L-137054448061-Transcript.txt,AZN.L,2018-02-02,13701,0.005182103496095176,161,232,130,25,0,0,15
2018-May-18-AZN.L-138645788490-Transcript.txt,AZN.L,2018-05-18,10851,0.0034098239793567413,123,160,105,24,0,0,14
2018-Jul-26-AZN.L-140818664492-Transcript.txt,AZN.L,2018-07-26,11649,0.005408189544166882,132,195,80,17,0,0,7
2018-Nov-08-AZN.L-140470213539-Transcript.txt,AZN.L,2018-11-08,14051,0.001992740730197139,183,211,159,19,0,0,20
2016-Mar-03-KR.N-137071463801-Transcript.txt,KR.N,2016-03-03,9423,0.0074286320704658815,81,151,104,4,0,0,7
2016-Jun-16-KR.N-137382711624-Transcript.txt,KR.N,2016-06-16,8985,0.006121313299944352,66,121,79,6,0,0,7
2016-Sep-09-KR.N-139724544695-Transcript.txt,KR.N,2016-09-09,9218,0.004881753091776958,81,126,72,5,0,0,18
2016-Dec-01-KR.N-138964739188-Transcript.txt,KR.N,2016-12-01,8390,0.0011918951132300357,91,101,68,3,0,0,9
2017-Mar-02-KR.N-137268985869-Transcript.txt,KR.N,2017-03-02,8921,0.005716847887008183,83,134,82,2,0,0,13
2017-Jun-15-KR.N-137028455557-Transcript.txt,KR.N,2017-06-15,9488,0.010645025295109613,65,166,82,5,0,0,11
2017-Sep-08-KR.N-139332442878-Transcript.txt,KR.N,2017-09-08,9722,0.009360213947747376,70,161,85,5,0,0,6
2017-Nov-30-KR.N-139233726377-Transcript.txt,KR.N,2017-11-30,8979,0.00835282325425994,55,130,64,6,0,0,12
2018-Mar-08-KR.N-138743414845-Transcript.txt,KR.N,2018-03-08,9291,0.006457862447529867,53,113,70,19,0,0,23
2018-Jun-21-KR.N-139399065775-Transcript.txt,KR.N,2018-06-21,9877,0.008302116027133745,51,133,80,13,0,0,7
2018-Sep-13-KR.N-140662712213-Transcript.txt,KR.N,2018-09-13,9038,0.00829829608320425,51,126,59,3,0,0,14
2018-Dec-06-KR.N-137368561785-Transcript.txt,KR.N,2018-12-06,8703,0.008962426749396759,63,141,57,3,0,0,5
2016-Jan-28-F.N-140702560456-Transcript.txt,F.N,2016-01-28,4347,0.004370830457786979,48,67,33,2,0,0,3
2016-Jan-28-F.N-140929213537-Transcript.txt,F.N,2016-01-28,4347,0.004370830457786979,48,67,33,2,0,0,3
2016-Apr-28-F.N-139397969691-Transcript.txt,F.N,2016-04-28,12811,0.010459761142767934,100,234,100,12,0,0,4
2016-Apr-28-F.N-139061241116-Transcript.txt,F.N,2016-04-28,12811,0.010459761142767934,100,234,100,12,0,0,4
2016-Jul-28-F.N-140686794229-Transcript.txt,F.N,2016-07-28,4142,-0.005794302269435055,52,28,29,8,0,0,0
2016-Jul-28-F.N-138385069851-Transcript.txt,F.N,2016-07-28,4142,-0.005794302269435055,52,28,29,8,0,0,0
2016-Oct-27-F.N-139351278755-Transcript.txt,F.N,2016-10-27,12316,0.004952906787918155,118,179,97,5,0,0,13
2016-Oct-27-F.N-138379355375-Transcript.txt,F.N,2016-10-27,12316,0.004952906787918155,118,179,97,5,0,0,13
2017-Jan-26-F.N-139159806156-Transcript.txt,F.N,2017-01-26,14428,0.009703354588300527,117,257,124,12,0,0,4
2017-Jan-26-F.N-141181459722-Transcript.txt,F.N,2017-01-26,14428,0.009703354588300527,117,257,124,12,0,0,4
2017-Apr-27-F.N-140902625025-Transcript.txt,F.N,2017-04-27,13738,0.005313728344737225,150,223,112,14,0,0,7
2017-Jul-26-F.N-138852696142-Transcript.txt,F.N,2017-07-26,16194,0.0075954057058169695,135,258,108,2,0,0,5
2017-Oct-26-F.N-137075183639-Transcript.txt,F.N,2017-10-26,9130,0.005914567360350493,105,159,72,10,0,0,10
2018-Jan-24-F.N-138389904781-Transcript.txt,F.N,2018-01-24,10767,0.002972044209157611,113,145,72,13,0,0,5
2018-Apr-25-F.N-137616469531-Transcript.txt,F.N,2018-04-25,9803,0.00652861368968683,103,167,73,4,0,0,11
2018-Jul-25-F.N-140890935247-Transcript.txt,F.N,2018-07-25,10281,0.0014590020426028597,155,170,58,7,0,0,15
2018-Oct-24-F.N-137531908921-Transcript.txt,F.N,2018-10-24,9524,0.00871482570348593,105,188,58,1,0,0,13
2016-Jan-26-JNJ.N-138676405818-Transcript.txt,JNJ.N,2016-01-26,13989,0.011223103867324327,119,276,134,26,0,0,16
2016-Apr-19-JNJ.N-137441522591-Transcript.txt,JNJ.N,2016-04-19,8765,0.004905875641756988,99,142,88,7,0,0,1
2016-Jul-19-JNJ.N-140074050620-Transcript.txt,JNJ.N,2016-07-19,14141,0.011456049784315112,144,306,133,18,0,0,10
2016-Oct-18-JNJ.N-139180104058-Transcript.txt,JNJ.N,2016-10-18,12613,0.012685324665028145,121,281,142,22,0,0,7
2017-Jan-24-JNJ.N-137993682362-Transcript.txt,JNJ.N,2017-01-24,13584,0.010895170789163721,128,276,136,19,0,0,14
2017-Apr-18-JNJ.N-139863288812-Transcript.txt,JNJ.N,2017-04-18,8831,0.0013588495074170536,92,104,103,14,0,0,2
2017-Jul-18-JNJ.N-137992811209-Transcript.txt,JNJ.N,2017-07-18,12543,0.007255042653272742,134,225,130,12,0,0,9
2017-Oct-17-JNJ.N-137387649725-Transcript.txt,JNJ.N,2017-10-17,11490,0.0038294168842471716,152,196,91,13,0,0,3
2018-Jan-23-JNJ.N-137596207567-Transcript.txt,JNJ.N,2018-01-23,13276,0.010921964447122628,137,282,122,40,0,0,23
2018-Apr-17-JNJ.N-137267325560-Transcript.txt,JNJ.N,2018-04-17,10550,0.01146919431279621,102,223,103,6,0,0,6
2018-Jul-17-JNJ.N-141010222562-Transcript.txt,JNJ.N,2018-07-17,11849,0.008777111992573213,132,236,114,27,0,0,11
2018-Oct-16-JNJ.N-138373365491-Transcript.txt,JNJ.N,2018-10-16,10476,0.012122947689957999,126,253,147,12,0,0,5
2016-Feb-25-KHC.OQ-138842966670-Transcript.txt,KHC.OQ,2016-02-25,7769,0.007594284978761745,95,154,58,4,0,0,1
2016-May-04-KHC.OQ-139041781128-Transcript.txt,KHC.OQ,2016-05-04,7295,0.008498971898560657,93,155,63,0,0,0,2
2016-Aug-04-KHC.OQ-138495811214-Transcript.txt,KHC.OQ,2016-08-04,6296,0.009529860228716646,78,138,62,0,0,0,3
2016-Nov-03-KHC.OQ-137203242866-Transcript.txt,KHC.OQ,2016-11-03,8404,0.006901475487862923,102,160,59,2,0,0,8
2017-Feb-15-KHC.OQ-139150056386-Transcript.txt,KHC.OQ,2017-02-15,7828,0.016351558507920288,68,196,70,3,0,0,2
2017-May-03-KHC.OQ-139224781261-Transcript.txt,KHC.OQ,2017-05-03,7845,0.0017845761631612492,119,133,62,2,0,0,8
2017-Aug-03-KHC.OQ-140749085059-Transcript.txt,KHC.OQ,2017-08-03,7715,0.012572909915748541,92,189,57,5,0,0,9
2017-Nov-01-KHC.OQ-138744889212-Transcript.txt,KHC.OQ,2017-11-01,8281,0.011834319526627219,92,190,47,0,0,0,0
2018-Feb-16-KHC.OQ-137796859188-Transcript.txt,KHC.OQ,2018-02-16,8149,0.010798871027119891,64,152,65,4,0,0,3
2018-May-02-KHC.OQ-140336666357-Transcript.txt,KHC.OQ,2018-05-02,7231,0.012031530908588025,66,153,47,2,0,0,7
2018-Aug-03-KHC.OQ-139625297076-Transcript.txt,KHC.OQ,2018-08-03,7432,0.01372443487621098,63,165,56,2,0,0,4
2018-Nov-01-KHC.OQ-139957170311-Transcript.txt,KHC.OQ,2018-11-01,7753,0.008254869082935637,102,166,75,1,0,0,1
2016-Mar-09-DPWGn.DE-137982971470-Transcript.txt,DPWGn.DE,2016-03-09,11025,0.010884353741496598,113,233,125,15,0,0,7
2016-May-11-DPWGn.DE-141134862749-Transcript.txt,DPWGn.DE,2016-05-11,7362,0.008421624558543873,82,144,63,11,0,0,3
2016-Aug-03-DPWGn.DE-140062875928-Transcript.txt,DPWGn.DE,2016-08-03,7548,0.01126126126126126,74,159,46,7,0,0,6
2016-Nov-08-DPWGn.DE-138136081245-Transcript.txt,DPWGn.DE,2016-11-08,9908,0.008578926120306822,107,192,64,6,0,0,4
2017-Mar-08-DPWGn.DE-139183886140-Transcript.txt,DPWGn.DE,2017-03-08,11262,0.011720831113478956,112,244,83,10,0,0,7
2017-May-11-DPWGn.DE-139196110732-Transcript.txt,DPWGn.DE,2017-05-11,25079,0.006339965708361577,226,385,164,33,0,0,13
2017-Aug-08-DPWGn.DE-139817232520-Transcript.txt,DPWGn.DE,2017-08-08,9347,0.0021397239756071468,105,125,67,6,0,0,13
2017-Nov-09-DPWGn.DE-136901510295-Transcript.txt,DPWGn.DE,2017-11-09,16821,0.008798525652458236,156,304,117,10,0,0,14
2018-Mar-07-DPWGn.DE-140776301443-Transcript.txt,DPWGn.DE,2018-03-07,13418,0.009092264122820092,122,244,126,14,0,0,13
2018-Aug-07-DPWGn.DE-137436527491-Transcript.txt,DPWGn.DE,2018-08-07,10136,0.002170481452249408,136,158,85,11,0,0,8
2018-Nov-06-DPWGn.DE-138067543106-Transcript.txt,DPWGn.DE,2018-11-06,8365,0.00502092050209205,116,158,65,13,0,0,5
2018-Nov-06-DPWGn.DE-139056129466-Transcript.txt,DPWGn.DE,2018-11-06,8365,0.00502092050209205,116,158,65,13,0,0,5
2016-Feb-05-7203.T-139386834162-Transcript.txt,7203.T,2016-02-05,1635,-0.0030581039755351682,30,25,11,0,0,0,1
2016-May-11-7203.T-139232969728-Transcript.txt,7203.T,2016-05-11,1749,-0.0011435105774728416,30,28,7,1,0,0,0
2016-Aug-04-7203.T-140552523227-Transcript.txt,7203.T,2016-08-04,1380,0.0036231884057971015,23,28,14,0,0,0,0
2016-Nov-08-7203.T-140750745571-Transcript.txt,7203.T,2016-11-08,1619,-0.0012353304508956147,23,21,5,0,0,0,0
2017-Feb-06-7203.T-139401254994-Transcript.txt,7203.T,2017-02-06,1439,-0.0034746351633078527,22,17,9,0,0,0,2
2017-May-10-7203.T-141025822521-Transcript.txt,7203.T,2017-05-10,8637,0.0008104665971981012,136,143,66,3,0,0,5
2017-May-10-7203.T-139668947849-Transcript.txt,7203.T,2017-05-10,8637,0.0008104665971981012,136,143,66,3,0,0,5
2017-Aug-04-7203.T-140487691474-Transcript.txt,7203.T,2017-08-04,1159,0.001725625539257981,15,17,8,1,0,0,3
2017-Nov-07-7203.T-139563770726-Transcript.txt,7203.T,2017-11-07,1239,0.0016142050040355124,13,15,7,1,0,0,0
2018-Feb-06-7203.T-138825723624-Transcript.txt,7203.T,2018-02-06,1192,0.0,14,14,8,1,0,0,0
2018-May-09-7203.T-137864330980-Transcript.txt,7203.T,2018-05-09,6201,-0.006611836800516046,104,63,39,5,0,0,5
2018-May-09-7203.T-139256922882-Transcript.txt,7203.T,2018-05-09,6201,-0.006611836800516046,104,63,39,5,0,0,5
2018-Aug-03-7203.T-137294661410-Transcript.txt,7203.T,2018-08-03,2545,0.022396856581532416,16,73,14,4,0,0,1
2018-Nov-05-7203.T-136945998670-Transcript.txt,7203.T,2018-11-05,4556,0.02019315188762072,23,115,16,1,0,0,1
2016-Jan-28-LLY.N-139753177768-Transcript.txt,LLY.N,2016-01-28,13021,-0.0023807695261500654,201,170,145,41,0,0,12
2016-Apr-26-LLY.N-138440853820-Transcript.txt,LLY.N,2016-04-26,12312,-0.003248862897985705,189,149,123,50,0,0,9
2016-Jul-26-LLY.N-138043614001-Transcript.txt,LLY.N,2016-07-26,12693,-0.0019695895375403767,180,155,121,45,0,0,18
2016-Oct-25-LLY.N-137654586127-Transcript.txt,LLY.N,2016-10-25,12118,0.0013203498927215713,145,161,125,31,0,0,11
2017-Jan-31-LLY.N-137441172831-Transcript.txt,LLY.N,2017-01-31,12577,0.0025443269460125625,147,179,106,26,0,0,9
2017-Apr-25-LLY.N-138399030694-Transcript.txt,LLY.N,2017-04-25,12063,0.0008289811821271657,173,183,101,35,0,0,12
2017-Jul-25-LLY.N-137807180604-Transcript.txt,LLY.N,2017-07-25,13475,0.0016326530612244899,171,193,153,35,0,0,27
2017-Oct-24-LLY.N-139538448754-Transcript.txt,LLY.N,2017-10-24,13425,-0.0010428305400372439,180,166,107,34,0,0,11
2018-Jan-31-LLY.N-138912850488-Transcript.txt,LLY.N,2018-01-31,12360,8.090614886731392e-05,142,143,124,34,0,0,9
2018-Apr-24-LLY.N-139809901587-Transcript.txt,LLY.N,2018-04-24,11557,-0.0015574976204897465,162,144,116,26,0,0,9
2018-Jul-24-LLY.N-139253294349-Transcript.txt,LLY.N,2018-07-24,11152,-0.0005380200860832137,152,146,116,39,0,0,12
2018-Nov-06-LLY.N-138855989064-Transcript.txt,LLY.N,2018-11-06,9286,0.004199870773206978,115,154,71,14,0,0,8
2016-Jan-19-ULVR.L-139914041816-Transcript.txt,ULVR.L,2016-01-19,13235,0.010653570079335097,161,302,92,7,0,0,0
2016-Jul-21-ULVR.L-136975403569-Transcript.txt,ULVR.L,2016-07-21,10950,0.0073059360730593605,125,205,83,9,0,0,2
2017-Jan-26-ULVR.L-137807207448-Transcript.txt,ULVR.L,2017-01-26,10019,0.007186345942708853,120,192,39,2,0,0,6
2017-Jul-20-ULVR.L-140135791033-Transcript.txt,ULVR.L,2017-07-20,8993,0.007783831869231625,83,153,55,1,0,0,2
2018-Feb-01-ULVR.L-137010525657-Transcript.txt,ULVR.L,2018-02-01,9093,0.011877268228307489,85,193,53,8,0,0,6
2018-Jul-19-ULVR.L-137927763788-Transcript.txt,ULVR.L,2018-07-19,8904,0.007412398921832884,101,167,36,11,0,0,5
2016-Feb-03-TATA.NS-137676422472-Transcript.txt,TATA.NS,2016-02-03,10281,0.009337613072658301,112,208,81,22,0,0,9
2016-May-30-TATA.NS-138515578162-Transcript.txt,TATA.NS,2016-05-30,6995,-0.0001429592566118656,99,98,54,7,0,0,13
2016-Aug-02-TATA.NS-137290025993-Transcript.txt,TATA.NS,2016-08-02,6275,0.0031872509960159364,67,87,39,4,0,0,15
2016-Nov-09-TATA.NS-138685415110-Transcript.txt,TATA.NS,2016-11-09,8380,0.0042959427207637235,80,116,49,12,0,0,27
2017-Jan-24-TATA.NS-139471832639-Transcript.txt,TATA.NS,2017-01-24,7619,0.0027562672266701668,67,88,34,14,0,0,8
2017-May-04-TATA.NS-140768671254-Transcript.txt,TATA.NS,2017-05-04,14546,0.005362298913790733,98,176,89,13,0,0,21
2017-Jul-25-TATA.NS-137873824680-Transcript.txt,TATA.NS,2017-07-25,6799,0.006471539932342992,71,115,47,7,0,0,5
2017-Oct-26-TATA.NS-139209110121-Transcript.txt,TATA.NS,2017-10-26,8539,0.0,112,112,77,11,0,0,14
2018-Feb-09-TATA.NS-139173494325-Transcript.txt,TATA.NS,2018-02-09,9147,0.007215480485405051,73,139,70,11,0,0,9
2018-May-11-TATA.NS-137190394224-Transcript.txt,TATA.NS,2018-05-11,14331,0.00467517968041309,110,177,84,6,0,0,21
2018-Aug-10-TATA.NS-138219347027-Transcript.txt,TATA.NS,2018-08-10,7163,0.004886220857182745,85,120,52,5,0,0,13
2018-Nov-02-TATA.NS-137854802714-Transcript.txt,TATA.NS,2018-11-02,5765,0.00398959236773634,73,96,37,7,0,0,10
